제목,내용,평점,좋아요 수
간밤에 꾼 꿈,너무 엉뚱한걸요?,2.0,2
명령,실화를 녹여낸 픽션 속 아픔. 대사 하나 없어도 느껴지는 박철민 배우님의 연기 내공.,3.0,0
하이큐!! 승자와 패자,잉여인 저는 시즌1을 봤습디다,4.0,0
하이큐!! 끝과 시작,잉여인 나는 시즌1을 봤습디다,4.0,0
이상한 나라의 김민수,신박한 캐릭터 설정에 재미난 편집.,3.5,0
어둔 밤,"페이크 다큐와 단편과 장편을 넘나드는 꿀잼 영화.
단편을 돋보이는 장편. 장편을 돋보이는 단편.
정말 이 영화는 개봉이 필요하다.
굉장히 좋은 에너지를 얻어간다.
영화 상영 후 박수가 얼마나 쏟아졌는지 모르겠다.
이번 Bifan에서 본 영화 중 최고의 영화.
마블과 디씨의 환상적인 Fusion.",5.0,7
덩케르크,"영화를 힘있게 끌어가는 거에 있어 놀란은 탁월한 재능을 가졌다.
다만 너무 비현실적으로 어려운 상황을 헤쳐나가는 주인공들 설정은 아쉬움이 남는다.
개인적으로 영화를 보다 놓친 부분이 많은 것 같아 아쉽다.
한번 더 볼 의향 충분히 있다.
+일주일,하루,한시간의 절묘한 결합
+용산 아이맥스로 2회차 관람 후 갓놀란을 영접하고 나왔습니다.",4.5,10
낮과 밤,짧고 굵은 픽사의 메시지,4.0,1
나는 변태다,"곰이랑 배틀그라운드 찍고있네 남주는.
병맛을 넘어 ㅂㅅ같다.
이건 야동도 영화도 아닌 감독의 SMXX판타지.
사건들이 추가만 되고 풀리는 건 하나도 없냐.
영화 중간중간 터지는 관객들의 웃음을 이해할 수 없었다.
나만 정색하고 본 거야? 화난다. 이런게 경쟁작이라니.
되도 않는 흑백 떡칠에 의도랍시고 컬러 섞는 짓 좀 그만 했으면 좋겠다.
+이 영화 개봉한댄다. 존나 정신 나간게 아닌가 싶다.",1.0,0
라임라이트,"슬랩스틱 달인 채플린의 인생이 담긴 유성영화.
코미디 영화의 대부가 로맨스 유성영화를 만들면서 기록한 자신의 삶.
지금 나와도 손색없을 시나리오.",5.0,1
내 사랑,"Life is short, art is long, love is forever.
영화 제목을 그냥 'Maudie'로 가져왔다면 얼마나 좋았을까.
실화+디테일+캐릭터+연기력=웰메이드무비",4.0,2
라이트 마이 파이어,"호화 출연진.
능숙한 스탭들.
오래된 방식이지만 나쁘진 않은 연출.
안타까운 시나리오.",3.0,0
스포주의,유쾌하고 발랄한 귀여운 영화. 요즘 사람들이 싫어하는 스포를 귀엽게 잘 다뤘다.,4.5,1
에디 테이블의 신비한 모험,상상력과 기괴함이 돋보인 단편,4.0,0
F**king 버니,일반인처럼 살다가 특이점이 온 영화,3.5,0
그날 밤 갑자기,정신 못 차리는 새끼는 쳐맞아야지,3.0,0
능력소녀,두명의 주인공이 각자의 이야기를 보여주다 한번에 겹쳐지는 결말이 인상적,4.0,3
귀신병동,옛날 공포영화 느낌,1.5,0
숲속의 부부,"영화의 정체성을 도저히 모르겠다.
감독님께서 뭐라 설명하는지 듣고싶어 GV에 남았다.
+하고싶은건 많지만 할수없음을 환경보다 우선적으로 능력의 문제임을 인식하셨으면",1.5,2
다크 나이트,잭 니콜슨이 조커를 완벽하게 연기해 냈다면 히스레져는 조커 그 자체였다. 그리고 2시간 30분을 꽉 채우는 어메이징한 놀란의 연출력,5.0,5
헬렌,내가 나를 이기다 근데 왜 걔가 나야 ㅇㅅㅇ,3.5,0
저 사람,"HIM! HIM! HIM! HIM!
HIM! HIM! HIM! HIM!",2.5,0
데스 메탈,"이 단편은 밝은 것인가 어두운 것인가
웃긴 것인가 심각한 것인가
누군가가 죽을때마다 폭소하는 관객들의 아이러니
짧고 굵다",3.5,0
그린,지루...,2.0,0
스닙,"캐나다의 역사를 몰라서...
소설책 한권 읽은 기분",3.0,0
크래쉬,"SNS는 인생의 낭비다 - 알렉스 퍼거슨
+유치하고 뻔하다",3.5,0
나는 명왕성이 다시 행성이 됐으면 좋겠어,이 애니메이션의 배경이 미래일거라고 생각하세요?,4.5,0
사창리,"유쾌하다. 영화과 학생으로써 소소한 재미도 느낄 수 있었다.
다만 배우의 감정연기의 아쉬움이 크게 남았다.",4.0,3
님머,"애니메이션같은 CG와 실제 연기의 독특한 결합.
그 밖의 장점이나 영화만의 특징은 잘 보이지 않았다.",3.0,0
Think dif²erent,참신한 연출과 유쾌한 상황 영화제 책자에 적혀있는 스포일러를 원망하게 된다.,4.0,0
노다지,물욕에 눈이 멀어 잃어버린 사랑과 사람과 삶,3.5,0
7호실,"신하균과 도경수의 연기력 기가 막혔고 블랙코미디로써의 연출도 잘 어울렸다. 다만 너무 허전한 결말과 매끄럽지 못한 흐름은 아쉬움을 남겼다.
갑이 최고인 세상에서 을로 살아남기. 악순환의 고리.",3.5,22
빌로우 허,"본능과 사랑 그 감정으로 쭉 이끌어가는 멜로.
그녀들이 사랑하는 것은 가능하지만 시기상, 그리고 상황상 그들은 이어질수 없었다. 
단순한 소재와 단순한 스토리 전개임에도 굉장히 집중되고 몰입도 높은 영화였다.
근데 라일은 얼마나 당황했을까 6,7년을 알고 지냈던 그녀가 바람이라니!!
조명과 색의 사용도 인상적이다. 모든 스텝이 여자로 이루어졌다는 것도 놀랍다.
한국 영화에서 아직 보기 힘든 대담한 연출과 연기",4.0,0
프란츠,"흑백과 색조를 핑퐁하는 유치한 연출. 뻔한 전개와 유치한 관계 설정. 전쟁의 아픔이 중요한건지, 고구마 몇만개 먹은 사랑이 중요한건지. 망작은 아니지만 수작또한 아니다.
-7월 12일 프란츠 시사회 with sol",3.5,0
황금광 시대,"나는 이 영화가 모던타임즈보다 좋다.
어릴적에 본 것을 떠올리며 다시 찾아보고 느끼는 쾌감.",4.5,2
배트맨,"배트맨의 능력과 위력, 철학은 잘 보이지 않고 약했지만 극의 후반부 사건들의 창의력은 팀버튼을 칭찬할만 하다. 잭 니콜슨의 연기는 명불허전.",4.0,1
서커스,고유명사 찰리 채플린. 명불허전 슬랩스택의 명수. 몇개의 컷은 어떻게 찍었을지 궁금하다. 하지만 막 웃기진 않았던 이번 영화. 모던 타임즈에 비해 스토리가 빈약해서인것 같다.,3.5,0
페임,"뮤지컬 영화라기엔 허술하고 음악영화라기엔 거창한.
오락 영화라기엔 전하고자 하는 주제가 은근 무겁고 주제에 비해 전달하는 방식은 한없이 가볍다. 긍정적인 효과로 이어지지 않은 가벼움.
주인공들의 학창시절을 겉핥기만 하다 끝내는 기분.",3.0,1
옥자,77회차의 짧은 일촬은 봉준호만의 색깔을 담기에는 조금 타이트했던 일정이었던 것 같다. 깊게 생각해서 알아내기보단 보이는 것에 집중하게 되는 영화. 봉준호라는 기대치도 어찌 보면 선입견이 아닐까. 어떤 장면은 설마 아니겠지 하면서도 울음만을 바랬던 점이 있는 것 같아 아쉽다.,4.0,3
마당을 나온 암탉,한국 애니메이션 치고는 수작이었지.,4.0,2
광복절 특사,광복절 전용 '나홀로 집에',3.5,2
해바라기,널 울리겠어 라는 메시지가 강하지만 이정도면 무난하게 섞여든 것 같다. 연출이 좀 많이 올드하고 진부하지만 이 시대 한국 영화의 모습들 중 하나인 것 같다. 김래원의 인생 연기.,3.5,2
문라이트,"나는 이 영화에 무엇을 기대했던가.
자신이 좋아하였으나 약을 팔아서 싫어했던 그였는데 그가 하던 일을 자신이 하고 있다.
과연 그는 자신의 삶을 만족하며 살 수 있을까.
이센스의 독이 떠오르는 영화.
보이후드가 떠오르는 영화.
+ 왓챠 첫번째 베댓의 완벽한 해석에 놀랐지만 영화에 대한 나의 평가를 바꿀 정도의 놀라움은 아니었다.",3.5,1
라라랜드,"뮤지컬도 영화도 아닌 뮤지컬 영화만이 할 수 있는 걸 해냈다.
계절의 시작과 끝과 반복. 사랑의 시작과 끝과 반복.
인생은 흘러가고 싶은대로 흘러 갈 수도 아닐 수도 있다.",5.0,4
스파이더맨: 홈커밍,방대한 세계관에서 여러 사건을 밸런스있게 잘 조정하는 것은 마블의 가장 큰 장점이자 특기. 여러 떡밥을 남김으로써 후속작을 기대하게 하고 기존에 존재했던 스파이더맨과는 차별화하는데 성공했다. 여태 본 스파이더맨 시리즈 중에 가장 재밌게 본 스파이더맨. 수다스런 톰 홀랜드는 최고의 캐스팅이었다. 많은 사람들이 알고 있는 스파이더맨의 시작을 건너뛴 것도 마블의 최고의 감각을 말해준다.,4.5,1
어메이징 스파이더맨 2,"일단 초반부다. 트럭에 박는 차량 운전자들은 생각하지 않지만 설계도를 줍는 행인 한명을 생각해서 구해내는 스파이더맨.
그저 그런 오락영화였다. 이야기가 이쪽으로 샜다 저쪽으로 샜다하는 느낌. 어메이징1이 원작 1,2가 섞인 느낌이라면 이건 2,3를 섞은 느낌. 그러니 따분할 수밖에",3.5,0
어메이징 스파이더맨,"원작과 다르게 만들기 위해 얼마나 많은 노력을 했을지 눈에 훤히 보인다.
그런데 그 노력에 들어가면 안될 것들도 들어간 듯 하다.
원작에 못 미치는 어메이징 스파이더맨 시리즈의 첫 편.
토비 보고싶다. 엠마 왓슨은 이때가 리즈인것 같다.
전작 1편에 비해 나은 점이 있다면 너무 극적이기 위해 첨가한 MSG는 딱히 없었다는 점.",3.0,0
스파이더맨 3,"히어로 무비를 가장한 로맨스 드라마.
3<<<<<<<<<<1<<2를 실감할 수 있었다",3.5,1
스파이더맨 2,"스파이더맨1은 2를 만들기 위한 초석이었다.
별점 4.5에서 홈커밍을 본 이후 0.5점을 지웠다.",4.0,1
스파이더맨,"기대치가 너무 높았나보다. 요즘 CG에 적응이 된 내 눈은 이 당시의 아쉬운 점들이 눈에 들어왔고 너무 극적으로 이기기 위해서 만들어진 플롯은 크게 아쉬웠다. 그럼에도 킬링 타임용 영화로써, 오락영화로써의 즐거움은 좋았다.",3.5,3
왕의 남자,"영화의 흥행에는 이유가 있다.
언제나 평타 이상의 작품을 만드는 이준익 감독의 천만 돌파 작품.
그 당시 천만은 정말 굉장한 수치였다.",4.5,4
내 머리 속의 지우개,굉장히 오글거린다. 하지만 그때 그 시대의 감성이겠지. 어쩔땐 그때 그 시대적 감성이 부러울 때가 있다. 요즘 우리나라에서 너오는 로맨스 드라마보다 더 나을 수도 있는 영화.,3.5,0
꿈의 제인,"한번의 관람으론 영화의 많은 점을 이해할 수 없었다.
많은 장면에서 궁금증과 의구심이 남은 점이 많이 아쉽다.
스토리 전개 방식 자체가 너무 난감한 점이 가장 큰 것 같다.
많은 인물들의 캐릭터가 비슷해 보이는데 일정하지 않은 시간의 흐름이 영화를 이해하고 관람하는데 가장 큰 장애물로 다가왔다.
영화는 제인이 이끌어가는 힘이 너무 강해 제인의 죽음 이후 힘이 약간 딸려 보였고 정호의 중요성과 언급에 비해 너무 적은 등장 그리고 드러나지 않은 정호의 생각들이 많이 아쉬웠다.",3.5,2
"여자, 남자",영화 세개를 종합하자면 3.5점?,3.5,0
내멘토,규칙적으로...!...?,3.0,0
너겟츠,약과 중독과정을 재치있개 표현한 단편 애니메이션,4.0,0
박열,"이준익만의 방식으로 알아보는 한국사.
적절한 완급조절로 관객들의 집중도를 끌어올린다.
전형적이고 오래된 방식의 연출은 아쉬움을 느끼게 한다.
국뽕 듬뿍 담은 일제시대 우리나라의 갓박열을 보여주는 것 같지만서도 일제시대와 딱히 다르지 않은 우리나라 고위층 관료분들이 생각나 속이 터지다못해 문드러진다.",4.0,1
모던 타임즈,"어릴때 봤었지만 다시 봐도 명작. 다음에 또 봐도 명작.
최고의 블랙코미디 흑백영화가 아닐까. 무성과 유성 그 사이",4.5,2
스트레이트 아웃 오브 컴턴,"힙합을 좋아한다면, 음악 영화를 좋아한다면, 8miles를 좋아한다면 이 영화는 강추다.",4.5,2
로미오와 줄리엣,"현대극으로 잘 버무렸지만 연극도 영화도 아닌 어중간한 느낌과 너무 빠른 전개가 아쉽다.
디카프리오는 예뻤다.",3.5,1
노팅 힐,막 막 기대에까진 미치진 못한 영화. 그래도 달달하고 해피해지는 영화였다. 영화의 마지막 부분 인터뷰는 최고였다. OST가 가장 압권.,4.0,3
용순,자주 접할 수 있는 스타일의 영화. 뛰어나거나 특색은 딱히 없으나 감독의 디테일로 살린 영화. 어찌 보면 너무 막장인 스토리.,4.0,1
나쁜 나라,"한쪽으로 치우친 줄 알았던 영화 제목은 생각보다 많이 부드럽게 표현된 제목이었다. 영화적으로 잘 만들었다고는 할 수 없다. 영화는 그들을 따라다니기만 할 뿐 연출자의 생각을 표현하진 않는다. 세월호 유가족이 돈을 위해, 아이들을 이용하기 위해 시위를 한다 라고 말하는 사람들은 제발 이 영화와 다이빙벨을 봤으면 좋겠다. 선동충은 극혐이다.",4.0,1
노예 12년,"지루하려고 하면 새로운 일이 생기며 영롸의 몰입을 끊임없이 이끌어나간다.
영화가 전하고자 하는 무거운 주제를 무겁게 이용하지만 어렵지 않게 전해져온다.
많은 사람들의 공감을 이끌어내고 영화의 처음부터 끝까지의 내러티브는 물흐르듯이 자연스럽게 흘러간다.
촬영 역시 대단한 영화였다.
영화관에서 보고싶다.",4.5,1
살인의 막장,ㅋㅋㅋㅋㅋㅋㅋ존나재밌엌ㅋㅋㅋㅋㅋㅋㅋㅋ,5.0,2
아티스트: 다시 태어나다,"빠른 전개 속 감독이 전하고자 하는 말이 확실하다.
뜬금없는 일이 종종 발생하고 그 이유에 대해선 알 수 없지만 간만에 좋은 영화를 본듯하다.
훌륭한 배우들의 훌륭한 연기는 보너스",4.5,1
킹스 스피치,"잘 만들어진 과거 시대극을 본 듯한 느낌.
클리셰적으로 느껴질 수 있지만 잘 버무려진듯 하다.",4.0,1
볼링 포 콜럼바인,콜롬바인 총기사건을 중요소재로 바깥에서 사건을 파헤치는 감독. 하지만 그의 모든 질문엔 이미 기정사실화가 되어있다. 하지만 매력적인 그의 스타일.,3.5,1
혜영,이번 전주영화제에서 봤던 영화들 중 가장 기억에 남는 작품. 헤헤거리며 봤는데 즐거웠다.,4.0,0
경계,잘 모르겠ㅇ...,2.5,1
악의 손길,실험영화라기엔... 너무... 음... 아니었다. 뭘 본 건지도 모르겠다.,1.0,0
끝자락,이 작품도 미디어스퀘어에서 볼 수 있지롱~,3.5,1
분실물,이 작품은 이제 미디어스퀘어에서 다시 볼 수 있지롱~,4.0,1
돌아온다,재개봉한다면 다시 볼 의향이 있다.,4.0,0
당신자신과 당신의 것,홍상수 감독의 영화는 많은 사람들의 기대를 받고 관객들은 그의 영화를 즐기며 해석을 한다. 하지만 아직 나는 그 분위기의 가치를 느끼지 못하겠다.,3.0,2
징키 젠킨스 럭키 루,귀여운 3분 단편. 근데 여자도 자기가 하고싶은 걸 못하면 불행이 아닌가.,3.5,1
김종욱 찾기,우리나라의 비포 선라이즈. 오글거리고 유치한 부분이 많이 보이지만 재밌게 봤다.,4.0,2
마스터,"시간을 죽이고 싶을때 간단하게 보면 좋을 것 같은 영화
근데 다루는 주제는 간단하지 않다. 간단하게 보면 좋을 것같은 영화가 되면 안 되지 않았을까.
하지만 나는 우리나라 경찰이 이렇게 바꼈으면 하는 마음에 별점 반점 더 준다.",4.0,0
카운팅,"다큐멘터리보단 실험영화였던, 내가 보기엔 너무 어려웠던. 지루했던.",2.0,0
겟 아웃,공포영화라기엔 호러스릴러. 방식의 신선함이 로튼 토마토 지수를 높게 잡게 한 것 같지만 '언더더스킨'을 본 후라서 막 신선하게 다가오지는 않았던 것 같다.,4.0,2
가디언즈 오브 갤럭시 VOL. 2,"역시 킬링타임용으로 실망시키지 않는 마블.
욘두해요~",4.0,1
에이리언: 커버넌트,"리들리 스콧의 연출력은 역시나.
앞으로 나올 에이리언 시리즈의 프롤로그 였다는 것을 몰랐으면 그저 뻔한 여러 클리셰로 남았을 영화.
에이리언을 봤던 친구의 설명으로 이해가 되었다.
앞으로의 작품들이 기대되긴 하지만 내 취향은 아니다.",3.5,2
더 킹,"와 기대 안하고 봤다가 감탄하면서 다 본 영화.
몰입도 및 연출 모두 최고였다.",4.5,1
크나큰 세계,나쁘지 않았던 영화. 전주 특유의 루즈함으로 졸면서 놓친 부분이 아쉬울 따름,2.5,0
언더 더 스킨,"주제가 좋든 뭐하든 너무 재미가 없다.
과제만 아니었으면 끝까지 안 봤을 것 같다.
배우가 있는 실험영화의 느낌이었다.",2.5,1
사랑하기 때문에,무근본에 허술함 투성이지만 귀엽게 잘 봤다.,3.5,0
거북이는 의외로 빨리 헤엄친다,의식의 흐름을 따라가던 영화. 그 의식들은 알고보니 짜맞춰져 있긴 했다.,3.0,2
수면의 과학,"미쟝센이 개쩌는 건 알겠어.
근데 내가 잠들어 버리겠어.
다 보지 못한 영화.",2.5,1
쉐프,"프랑스 코미디 영화를 사랑하게 될 것 같다.
아무 생각 없이 즐겁게 즐거운 영화만을 볼 수 있는 것은 큰 축복이다.
악역의 너무 빠른 반성이 조금 아쉽다.",4.5,0
카고,간단하지만 확실한 감정의 전달.,3.5,1
더 랍스터,"사랑에 공통점이란 꼭 필요한 것일까
현실에 비례한 완벽한 블랙 코미디 판타지",5.0,3
스플릿,"오락영화로 봤을때 분명 수작인 영화.
영화 개봉 시기가 너무 아쉽다.",4.0,0
그물,"류승범 혼자 끌고 가기엔 영화가 너무 별로다.
이원근 배우는 자신이 무슨 연기를 하는지 알고 있는 것인가.",2.0,1
데드풀,"신박했지만 개인적으로 막 재밌진 않았다
+한번 더 보니까 재밌는데...? 마블표 액션에 잔인이라는 조미료와 말빨이라는 양념을 추가해서 괜찮은 요리가 나온듯?",4.0,2
"당신, 거기 있어줄래요","소설의 울림과 깊이를 충족시켜주진 못했다.
1시간 50분이라는 러닝타임의 한계였던 것 같다.
개인적으로 결말만은 마음에 든다.
좀 긴 러닝타임으로 오래도록 부족함없이 이 영화를 즐겼다면 어땠을까.",3.5,1
닥터 스트레인지,"마블에 충실한 마블 영화.
마블이라는 장르.",4.0,2
스파이,오랜만에 미치도록 웃기는 영화. 코미디로서의 역할을 충실히 하고도 남았다.,4.0,2
범죄의 재구성,최동훈의 이름이 알려지기 시작,4.0,0
그레이트 뷰티,"영화는 어렵고 난잡하고 난해하다.
소수를 위한 소수에 의한.
마지막 그가 찾은 아름다움은 결국 첫사랑의 첫 알몸.
1퍼센트의 새로움 찾기.
.
.
이쁘지만 너무 길고 지루한 영화.
그 중 진짜는 존재한다.",2.5,1
검은 사제들,잡다한 사족들 없이 꽤나 간결하고 담백한 영화. 종교에 전문적인 지식이 없는 나로서는 꽤나 괜찮은 작품이었다.,4.5,6
겨울 이야기,비현실적이고 이기적이다. 하지만 그런 그녀를 좋아하는 데는 각자만의 이유가 있다. 영화의 종반부에는 펠리시와 샤를르와의 만남을 기다리는 내가 있었다. 샤를르가 자신의 아이를 볼때 심히 당황하지 않는것은 정서차이일까.,3.5,0
너의 이름은.,시간을 넘어 사건을 해결하기엔 너무 부족한 데이터의 누적. 그럼에도 참신한 연결법과 일본 특유의 감성으로 끌고 나가는 애니 및 영화.,4.0,2
더 헌트,"보는 내내 불편하고 또 불쾌했다.
그의 잘못은 지나치게 착하다는 것뿐.
진실이 진실이 아니게 되는 상황.
화가 난다.",4.5,1
소녀이야기,다큐멘터리 형식의 애니메이션. 위안부 문제는 꼭 제대로 짚고 넘어가야할 것이다.,4.0,1
물 뿌리는 자와 물 맞은 자,최초의 연출,4.5,0
공장 노동자들의 퇴근,영화와 영상의 시작!,4.5,1
그녀의 냉면 계산법,ㅎㅎ...?,2.0,0
사랑은 비를 타고,"이 영화 하나로 얼마나 많은 영화들이 바뀌었는지.
이젠 많은 영화들 속 워너비로 자리 잡아있는 교과서.
바빌론을 본 후 다시 보니 얼마나 대단했던 영화인지를 다시금 실감한다.",5.0,3
컬러풀 웨딩즈,"난 이래서 프랑스 코미디 영화가 좋다.
코미디 영화가 할 건 다 했다고 본다.",4.5,0
달콤한 인생,"굉장한 흡입력.
그가 유일하게 웃었던 순간은 그녀를 보던 순간뿐이다.
에릭 힘내요...",4.5,4
라일리의 첫번째 데이트?,인사이드아웃을 본 사람은 이 귀여운 애니메이션을 놓치면 후회할 것이다,4.5,2
펀치 드렁크 러브,"당최 알 수 없는 그의 매력, 혹시 우직함?
이런 괴짜같은 그의 성격을 좋아할 사람이 현실에 존재할까.
영화 내내 반복되는 음향효과의 괴이한 기능.",3.5,4
소녀가 내게 말했다,처음 봤을땐 꽤나 혼란스러웠던 영화. 2번 보고 이해가 되었다.,3.5,3
언더더씨,난해할수도 어려울수도 있는 소재를 부드럽게 표현했다,3.0,1
수상한 그녀,결말도 뻔하고 미술을 비롯해서 몇가지 아쉬운 부분이 많았지만 우리나라에서 나온 발군의 코미디 영화.,4.5,1
나우 유 씨 미 2,"1편보다는 전체적으로 내용이 군더더기없이 깔끔해졌다. 재미가 보장되는 영화. 누가 뭐래도 나는 다음편도 볼 것이다. 근데 갈수록 마술이 아닌 마법을 부리는 것 같긴 하다.
+영화 그리고 해석 - 블로그 님의 댓글을 보면 모두 실제로 가능한 마술들이라 한다. 그럼 더 재미었었다고 말할수 있다.",4.5,0
아기배달부 스토크,"아기들은 귀엽다. 꿈과 현실의 싸움에서 꿈이 이겼다.
뻔한 전개는 어쩔수 없다ㅠ",3.5,0
창문넘어 도망친 100세 노인,"부담없이 즐길 수 있는 담백한 코미디 영화.
심각한 일도 아닌것처럼 헷갈릴 정도.",4.0,2
사이드 바이 사이드,필름에서 디지털까지,4.0,0
럭키,"유해진과 이준의 힘을 앞세워 밀고 나가는 영화.
유해진이야 예상대로였지만 이준의 연기력은 예상밖이었다.
연기말고는 자랑할 점이 딱히 없었던 영화.
너무 단순하면서도 남겨진 떡밥들은 너저분하다.",3.0,1
장고: 분노의 추적자,"서부극에 등장한 흑인, 그의 총짓 한방한방에 느끼는 통쾌함. 2시간 45분이 지루하지 않은 타란티노의 오락영화. 닥터 슐츠의 행동에서 약간의 모순을 느끼고 여러 풀리지 않는 떡밥이 존재하지만 이 영화는 재미가 있다.",4.0,3
심판,"좋은 연출과 좋은 촬영이 만나 영화인들을 심판한다.
샷들의 개성이 얼마나 중요한지 알게 해준다.",4.0,2
빈센트,팀버튼의 잔혹동화,4.5,1
싱 스트리트,"믿고 보는 존카니.
갈등에 포커스를 맞추기 보단 희망에 포커스를 맞춰서 감정낭비를 제어함과 동시에 빠른 전개로 재미있는 영화를 만들어냈다.
이 영화보다 밴드 멤버를 빨리 모을 수 있을까.
하지만 개인적으로 갈등 장면이 좀 더 있었으면 어땠을까 하는 마음.",4.0,2
나의 소녀시대,"일본 영화와 대만 영화 특유의 색깔이 많이 묻어나는 영화.
달달함과 해피엔딩 그리고 에피소드들은 많은 이들의 입가에 미소를 짓게 하지만 너무 유치하다.",3.5,1
바닷마을 다이어리,"아름답다. 평화로움 속 그들의 대화.
영화를 보는것 만으로 힐링이 된다.
산 위에서 메아리를 외치는 장면은 압권이다.",4.5,2
머니볼,"영화가 굉장히 깔끔하다.
하지만 브래드 피트의 방법이 옳을 수 있어도 고집이 옳았다고는 생각지 않는다.
그렇다고 감독이 잘했다는 건 아니지만...",4.5,3
황해,결말이 애매하지만 액션영화로써의 장점들을 굉장히 많이 가진 영화가 아닐까,4.5,5
누군가의 시선,"추억은 오래된 기억으로.
이별은 새로운 사랑으로.",3.5,0
내가 고백을 하면,"편안하게 즐길 수 있는 영화.
김태우씨의 연기가 너무 좋다.
홍상수 영화를 좋아한다면 한번쯤 봐 볼 것을 추천한다.",3.5,1
잉투기,"우리나라에서 가장 잘 만들 수 있는 소재를 이용한 영화.
잉여들의 모습이 우리가 보기엔 코믹하게 보일지 모르겠지만 그들에겐 진지한 모습일 것이다.",4.0,2
주토피아,"아 완전 좋다ㅋㅋㅋㅋㅋ 재밌음을 넘어섰다ㅎㅎ
뜬금 없는 일들로 사건이 터지거나 해결되는건 진부히게 다가오지만 그게 또 디즈니의 매력이니까",4.5,4
거인,너무 긴 꼬리를 보면서 들키면 안될텐데... 라는 조마조마함. 그리고 살짝 맞지 않는 연결고리들.,4.0,1
2016 무한상사 - 위기의 회사원,"영화관이 아닌 티비로 방영한 건 신의 한 수.
영화라고 보기엔 좀 부족할 수 있으나 작품은 작품이다. 영화적으로는 3.5점. 무한도전 팬으로서는 5점 만점. 근데 진짜 뭔데 왓챠에 있냨ㅋㅋㅋㅋㅋㅋㅋ",3.5,4
밀정,"언제쯤 반전이 나올까 하던 나는 반전의 강박에 사로잡힌 걸 느낄 수 있었다.
영화의 긴장감을 그냥 즐겼다면 더 재밌게 봤을수도.",4.0,2
트렁크,긴장감을 주는 건 달성했다,3.0,0
그랜드파더,"영화에 대한 평가들이 좀 박한것 같다.
댓글의 말처럼 장르영화가 아닌 그냥 영화로써 아니면 드라마로써 본다면 나쁘지 않았다고 생각한다.
고보결의 연기를 보러 갔으나 오승윤을 발견한 영화.",4.0,4
터널,"웰메이드 상업영화.
하지만 휴대폰이 없던 많은 기간 동안 왜 진작 크락션을 울릴 생각을 못했던 건지 잘 모르겠다.
이 영화의 모티브는 아마도 '그때 그 일'이었겠지.",4.0,4
나우 유 씨 미: 마술사기단,"재밌긴 하지만 너무 눈에 띄는 떡밥들과 뻔한 결말, 과도한 반전. 그리고 저 할리우드식 연애 스타일은 집어치울 수 없는걸까... FBI는 언제까지 나약할 것인가.
재밌지만 지루했다.",4.0,0
덕혜옹주,"허구 속에서 팩트로 조지기.
한국 영화 전통 스타일로 잘 만들어보자면 이정도면 최선일 것이다.
덕혜옹주의 귀국씬은 굉장히 인상적이었다.
손예진은 인생작을 찍었다.",4.0,2
서울역,"부산행에서 했던것들을 서울역에서는 왜 하지 못하니!!!
부산행과 서울역은 다른 영화다. 절대 프리퀄이 될 수 없다.
내가 기대했던 서울역은 이런 작품이 아니었기에 매우 아쉽다.",3.0,2
부산행,5점 만점 영화에 반점 깎아먹은 눈물 짜내기 씬. 울어야 할 때 헛웃음이 나고 말았다... ㅋ... 하지만 후반 이십몇분을 제외하곤 긴장감에 나도 모르게 움찔움찔해가며 본 영화.,4.5,4
태풍이 지나가고,담담하게 표현된 인생. 그 속에 드러나는 씁쓸함. 고레에다 감독님에 대한 기대가 너무 컸을까. 생각보다는 심심했던 영화.,3.5,4
더 포레스트,"배우, 연출, 촬영 모두 아쉽고 메세지 하나 확실한 영화.",2.5,0
세상에서 고양이가 사라진다면,"나는 영화를 정의하는 것을 좋아한다. 하지만 이 영화가 주는 울림은 정의가 불가하다는 생각이 들었다. 나는 이렇게 또 인생을 배운다. 버킷리스트란 특별한 것이 아니다.
마지막에 하얀색 밴드가 사라지는 가장 큰 이유는 무엇일지 여전히 궁금하다.",5.0,3
아래층 사람들,이 블랙코미디는 굉장히 불쾌하다. 하지만 중간중간 터지는 나의 웃음을 막을 수 없었다.,4.5,0
패트와 매트: 뚝딱뚝딱 대소동,사실 이런 영화를 보고 재미를 느낄 나이는 지나지 않았을까. 하지만 생각나는 기억과 추억은 이 영화가 존재하는 가장 큰 이유가 된다.,3.5,2
맨 인 더 다크,처음부터 끝까지 완벽한 짜임새와 예상할 수 있는 공포의 무서움 그리고 반전까지. 공포영화가 할 수 있는건 다 했고 그만큼의 효과가 있었다고 본다. 근데 무당벌레는 좀 유치했다. 알렉스의 수거못한 떡밥들은 편집이었을까.,4.0,4
김치,단편영화가 필요로 하는 임팩트의 울림,4.0,1
우리들,"""때리고 또 때리고 또 때리면 언제 놀아?""",4.5,6
한,땀은 여러 의미를 담을 수 있다.,3.0,0
아가씨,단순히 야한 영화가 아니다. 지금껏 박찬욱 감독은 내게 좀 어려웠는데 이번 영화만큼은 재밌게 그리고 상대적으로 좀 쉽게 볼 수 있었다. 그 무엇보다 이젠 영화관에서 박찬욱의 영화를 볼 수 있다는게 너무 좋았다. -96년생의 기쁨-,5.0,5
델타 보이즈,영화가 꼭 복잡하고 난해하고 어려워야된다는 생각을 깨준 영화.,4.5,8
북북서로 진로를 돌려라,완벽한 교과서.,5.0,2
