제목,내용,평점,좋아요 수
아마겟돈 타임,잃고 붙들리고 등돌린 끝에 떠밀려 어른이 되는 그 시절의 끝에서.,3.5,171
올빼미,역사의 여백을 채우는  상상력에 익숙한 배우들의 신선한 호연이 힘을 더했다.,3.0,574
세이레,이야기의 부족한 부피감을 또렷한 표현력으로 넘어선다.,3.0,78
우수,자꾸 돌아가고 잘못 접어드는 그 행로처럼.,2.5,67
"바르도, 약간의 진실을 섞은 거짓된 연대기",두 세계 사이를 배회하는 삶의 혼곤함을 담은 기름진 이미지와 빈곤한 상념.,2.5,109
데시벨,사운드가 핵심인 소재를 다루는데도 소리에 대해 둔하다.,2.0,166
같은 속옷을 입는 두 여자,불투명하게 요동치는 관계의 격랑 속 처절한 자맥질이 선득하게 담겼다.,4.0,205
블랙 팬서: 와칸다 포에버,3년이 넘도록 하염없이 작별 인사를 하고 있는 마블.,2.5,815
탑,그 모두이며 그 누구도 아니다.,4.5,239
알카라스의 여름,‘어떻게’를 몰라도 여전히 위엄 있는 사람들의 땀을 기리는 애달픈 찬가.,3.5,118
자백,쉼없이 뒤집어지는 플롯에도 이상하게 밋밋하다.,2.5,204
수프와 이데올로기,뒤엉킨 실타래 앞에서도 우선 숟가락을 들고 함께 떠먹을 수 있다면.,3.0,93
에브리씽 에브리웨어 올 앳 원스,그 모든 곳에서 그 모든 것이 한꺼번에 될 수 있다 해도 지금 이 순간을.,5.0,6963
대무가,“오늘 대체 뭐 한 거죠?”라는 대사로 끝난다.,2.0,165
물방울을 그리는 남자,삶이 어떻게 영화가 될 수 있는지 매우 아름답고 인상적인 방식 하나를 제시한다.,4.0,149
2차 송환,여전히 뜻을 꺾지 않는 사람들을 다시 21년 더 곁에서 묵묵히 지켜보는 시선의 태산 같은 무게.,3.5,85
달이 지는 밤,"꿈인 듯 현실인 듯 죽음인 듯 삶인 듯, 경계의 선득한 풍경들.",3.5,102
썬더버드,사북의 차가운 밤거리에서 실제로 엿보는 것 같은 사실감.,3.0,72
기기묘묘,이탁 오민애 김재화. <불모지>가 참 좋았다.,2.5,75
9명의 번역가,"효과적인 트릭과 반전들 아래, 승부에서 이기고 순수를 잃게 된 자의 전락이 길게 물결친다.",3.5,163
홈리스,영화가 미뤄둔 그 이후의 일들을 떠올리면 더없이 스산해진다.,3.0,110
성적표의 김민영,만물이 정지한 순간에 끼어들어 오는 딸꾹질 같은 감각과 센스.,3.5,182
공조2: 인터내셔날,명절용 영화가 따로 있는 게 아니다. 그저 잘 만든 영화와 그렇지 못한 영화가 있을 뿐.,2.0,713
노스맨,진흙과 불티와 피로 얼룩진 야만적인 세계가 코 앞에서 으르렁댄다.,3.5,152
썬다운,그곳에선 닐 또는 뫼르소의 실존주의적인 자각과 선택이 투정처럼 보인다.,3.5,111
사랑할 땐 누구나 최악이 된다,불완전한 인간이 불가능한 사랑을 하면서 겪는 불가해한 순간들이 생생하고도 아름답게.,4.5,958
작은새와 돼지씨,포근해진 맘으로 다 보고나면 내 부모님도 카메라에 담고 싶어진다.,2.5,67
불릿 트레인,캐릭터들의 사연을 주워섬기느라 주마간산 액션.,2.5,195
놉,눈과 카메라에 담은 두 개의 이미지로  경이롭게 다시 찍은 영화의 역사.,4.5,891
풀타임,그녀가 집을 나서는 것을 볼 때마다 온통 두근거린다.,4.0,225
리볼버,번쩍거리는 장식들만 덕지덕지.,2.0,78
헌트,"팽팽한 대립 구도에서 박진감 넘치는 전개까지, 투 톱 액션스릴러의 모범 사례.",3.5,1149
모퉁이,마음은 온통 헤매다 결국 같은 자리를 맴돈다.,3.0,92
멋진 세계,지금 물러선다고 영영 패배하는 것은 아니야.,3.0,134
"굿 럭 투 유, 리오 그랜드",도발적일 정도로 솔직한 쾌락의 찬가.,3.0,96
비상선언,중반 이후 항로를 변경해 승부를 거는 사회드라마에서 의아할 정도로 피상적이며 위험하다.,2.0,759
베르히만 아일랜드,내면에서 끌어낸 근력과 예술에서 길어올린 동력으로 관계의 균열을 허위허위 건너다.,3.5,112
한산: 용의 출현,뱃전을 어지럽히는 잔파도에 눈돌리지 않고 당당하게 항진한다.,3.0,479
초록밤,악다구니와 탄식 사이로 어느새 목덜미까지 선득하게 내려온 밧줄.,3.0,87
외계+인 1부,이질적인 요소들로 가득한 그 세계를 설득해내지 못한다.,2.5,457
썸머 필름을 타고!,여름의 표정과 청춘의 기운으로 내내 싱그럽다.,3.5,278
엘비스,영화 자체가 폭죽 같다. 그 끝이 아련하고 스산해서 더욱 그렇다.,3.5,330
로스트 도터,"잃어버린 딸, 잃어버린 엄마, 잃어버린 인형, 끝내 다시 돌아와 검은 물을 게워내는 것들에 대하여.",3.5,170
토르: 러브 앤 썬더,재치와 확장이 아니라 집착과 퇴행으로 보인다.,2.5,657
헤어질 결심,"파란색으로도 보이고 녹색으로도 보이는 그 옷처럼, 미결과 영원 사이에서 사무치도록.",5.0,6189
미친 능력,덕심이야말로 미친 능력.,3.0,120
컴온 컴온,예측할 수 없는 시간 속에서 할 수 있는 건 그저 또박또박 살아내는 것 뿐.,3.5,220
탑건: 매버릭,기계가 인간을 대체해가는 시대에 아직은 어림없다고 외치는 사자후.,4.0,2395
모어,내디딜 때마다 은하수를 걷는 듯.,3.0,115
실종,의표를 찌르는 랠리와 텅빈 마음을 휘젓는 헛손질을 오간 끝에 도달한 완벽한 엔딩.,4.0,250
버즈 라이트이어,무난하게 즐길 만한 픽사 영화를 보았을 때의 양가적인 심정이란.,3.0,274
경아의 딸,소재의 소용돌이에 휘말리지 않은 채 의연하게.,3.0,96
마녀(魔女) Part2. The Other One,너무 멀리 내다보느라 피하지 못한 발 밑 진창에서 제자리걸음을 한다.,2.0,294
브로커,고레에다 히로카즈의 드문 직설에 담긴 마음을 유심히 들여다보게 된다.,3.0,375
윤시내가 사라졌다,독특한 소재가 눈길을 끌 뿐.,2.0,71
애프터 양,목적과 용도 너머에서 숭고함은 어떻게 찾아오는가.,4.5,803
올리 마키의 가장 행복한 날,"50년만에 창고에서 발견된 듯한 영화를 보면서, 오래 전 그런 날들이 있었을까, 있었기를.",3.0,69
카시오페아,점점 비어가는 얼굴과 허물어져가는 어깨를 바라볼 수밖에 없을 때의 무력한 슬픔에 대하여.,2.5,81
쥬라기 월드: 도미니언,메뚜기도 유월이 한 철.,2.5,205
플레이그라운드,텅빈 시선들로 웅웅대는 운동장에서 오직 카메라만이 발을 동동 구르며 지켜본다.,3.5,81
오마주,영화의 퇴락해가는 공간과 인물들을 순례하며 빛과 목소리를 절실하게 되찾아준다.,3.5,137
더 노비스,장면마다 피멍과 물집이 잡혀 있다.,3.0,69
매스,누군가 도중에 나직이 한숨 한번만 내쉬어도 그 세계 전체가 산산이 부서질 것 같다.,4.5,211
"아치의 노래, 정태춘",음악이 시대의 방부제가 될 때. 삶이 저녁의 메아리가 될 때.,3.5,66
범죄도시2,어떤 상황에서도 그의 활약을 조바심 없이 즐길 수 있는 아는 맛.,3.0,699
민스미트 작전,상대의 마음을 제대로 상상해야 통하는 건 전쟁이나 사랑 혹은 예술도 마찬가지.,4.0,151
"파리, 13구","“그 모든 외로운 사람들, 그들은 어디에서 오고 어디에 머무는가” (비틀즈 ‘엘레노어 릭비’)",3.0,123
우연과 상상,"우연이 삶에 틈입하는 세계의 조건일 때, 상상은 그에 대응하는 인간과 예술의 태도이자 무기.",4.0,509
닥터 스트레인지: 대혼돈의 멀티버스,호러적 상상력의 접목이 눈길을 사로잡기는 한다.,3.0,501
봄날,"유머라기보다는 해학, 페이소스라기보다는 애수.",3.0,76
내가 처음으로 사랑한 소녀,역시나 그 순간 비가 와주고 코러스 음악 흘러주고 카메라 빙빙 돌아주다가 부감으로 마무리.,2.5,109
니 부모 얼굴이 보고 싶다,오직 관객에게 분노를 안기기 위해 온통 나쁜 인간들의 나쁜 짓만 담는다.,2.0,236
소설가의 영화,"어둠이 영화의 환경일지라도, 축복처럼 살아남은 우연이 밝힌 이 좋은 날은.",4.0,227
쓰리: 아직 끝나지 않았다,들여다볼 수 없는 불투명한 악과 공백을 용납치 않는 투명한 악 사이에서 혼곤하게.,3.0,61
앵커,맥없이 서걱거리는 ‘블랙 스완’.,2.5,128
"위대한 계약: 파주, 책, 도시",함께 꿈꾼다는 것이 어떤 건지를 짐작해보았다.,3.0,73
말임씨를 부탁해,각각의 곡절을 헤아려보다가 정말임이란 이름을 다시 떠올리게 된다.,3.0,74
신비한 동물들과 덤블도어의 비밀,3편까지 이어지고도 아직껏 문 앞에서 서성이다니.,2.0,471
복지식당,문제의식이 또렷하지만 인물을 가혹한 방향으로만 몰아넣는다.,2.5,70
나의 집은 어디인가,이 야만적인 세상의 풍파를 헤치고 나와 마침내 내리는 닻의 고요함이라니.,4.0,160
루이스 웨인: 사랑을 그린 고양이 화가,달라야 살아남는 예술의 세계와 다르면 살아남기 어려운 일상의 세계 사이에서 눈물 나도록 위태롭게.,3.0,211
앰뷸런스,한계효용체감의 법칙과 30년 가까이 맞서 싸우는 마이클 베이.,2.5,203
타미 페이의 눈,배우 한 명의 에너지가 종종 프레임 바깥으로까지 흘러넘친다.,3.0,108
사랑 후의 두 여자,서로 짐작할 수 있다는 것만으로도 나란히 설 수 있는 상실이란.,3.0,86
배니싱: 미제사건,극단적 상황으로만 이어가던 범죄극에 어울리지도 않는 로맨스까지.,1.5,73
패러렐 마더스,20년 넘게 이어지는 알모도바르의 모성 탐구가 역사의식에 뿌리를 내렸다.,3.0,94
모비우스,미처 빚어지지도 않은 캐릭터가 겅중겅중 뛰어다닌다.,2.0,211
드라이,오스트레일리아의 풍광에만 담길 수 있는 스릴러.,3.0,65
킹 리차드,스포츠 영화의 외피를 두른 이 생생한 가족 드라마는 테니스를 단체 구기 종목처럼 다룬다.,3.5,129
어거스트 버진,계절처럼 흐르다가 머물러 풍경이 된 나를 골똘히 들여다보다.,3.5,83
뜨거운 피,뚝심과 비장미가 있지만 결국 피로가 몰려온다.,2.5,98
벨파스트,"""이분법 사라지는 곳에 낙원이 있다.""(롤랑 바르트)",3.5,273
스펜서,"마침내 인형의 집을 나서는, 거꾸로 쓴 신데렐라 이야기",4.0,550
고양이들의 아파트,고양이에겐 다정하고 인간에겐 담담하며 도시에겐 서늘하다,3.5,111
문폴,롤랜드 에머리히 영화라는 걸 감안하면 특별히 실망스럽진 않았다 그래서 별점은,2.0,161
레벤느망,부조리한 제도와 자욱한 편견을 몸의 언어로 저릿하게 돌파한다,3.5,194
이상한 나라의 수학자,"‘파인딩 포레스터’의 얼개를 일차방정식으로 파악한 후, 한국적 소재를 대입해서 대충 푼다",2.5,247
더 배트맨,진실을 확신할 수 없어도 행동하기를 멈추지 않는 자가 만들어낸 희망.,4.0,844
소피의 세계,"지날 땐 모르는 일들, 시간이 흐르고서야 맥이 잡히는 나날들이 설풋하게 남았다.",3.0,96
피그,슬픔에게도 시간이 필요하다.,3.5,160
우리가 사랑이라고 믿는 것,문학적이라는 말이 한 영화가 지닌 개성과 성취에 대한 찬사가 되는 경우.,3.5,128
안테벨룸,기가 막힌 아이디어라고 무릎을 쳐가며 각본을 써나갔겠지만.,2.0,179
나이트메어 앨리,폐수처럼 매캐하게 마음으로 흘러드는 전락의 스펙터클.,4.0,308
축복의 집,그 모든 힘겨운 절차를 옆에서 함께 용쓰며 지켜본 듯하다.,3.0,72
시라노,가장 낮은 골짜기에서 탄식할 때조차 아름다운 멜로디와 우아한 서정으로 넘실댄다.,3.5,105
인민을 위해 복무하라,"‘색, 계’라니요, ‘화양연화’라니요, 대체.",1.5,414
리코리쉬 피자,효용이 사라진 후에야 깨닫게 된 사랑의 가치로 온통 찬란한 달음박질.,4.0,358
굿 보스,모두에게 제자리로 돌아가라 요구하면서 정작 제자리로 돌아가길 원하는 사람은 외면해 제자리를 지켜내는 자본가의 위선에 대한 신랄한 조롱.,4.0,136
더 마더,어려운 숙제를 굳이 자청해 쩔쩔매면서 수행하는 것처럼 보인다.,2.0,66
나일 강의 죽음,1937년의 이야기를 1978년에 영화로 옮긴 오리지널을 1999년쯤 리메이크한 영화 같다.,2.5,252
킹메이커,목적과 수단의 관계에 대한 오랜 난제가 한국정치사 무대에 묵직하게 담겼다.,3.0,337
해적: 도깨비 깃발,웃음보다 번번이 먼저 도착하는 강박.,1.5,230
원 세컨드,영화가 파일로 넘쳐나는 세상에서 필름 한 조각의 의미를 골똘히 들여다본다.,3.0,95
인어가 잠든 집,강렬한 의학적 딜레마를 곱고 화사하게 다룬다.,2.5,62
어나더 라운드,삶이란 어느덧 비극이고 어쩌다 희극이며 어쩌면 한바탕의 춤.,4.0,886
미싱타는 여자들,"야만의 시대에 뜻하지 않게 뒤엉킨 삶들, 서로 강인하게 얽혔기에 이겨낸 사연들.",3.0,102
웨스트 사이드 스토리,감독들에겐 자신의 손으로 다시 만들어보고 싶은 영화가 하나씩 있나 보다.,3.0,278
프랑스,"구원은 무망한 반복 속의 작은 변화에 담기고, 진실은 피상적 표식 속의 신비한 모순에 스민다.",4.5,176
하우스 오브 구찌,요란하게 명멸하는 가십의 세계.,3.0,160
맥베스의 비극,빛을 갉아먹는 그림자와 땅을 찍어누르는 하늘과 운명을 뒤덮는 안개로 부리는 조엘 코언의 도술.,4.5,153
노웨어 스페셜,특별할 곳 없는 세상에 혼자 남을 아이의 옆자리를 살피는 마음이란.,3.5,154
램,까마득히 먼 곳의 눈사태가 어느새 발밑까지 몰려온 것을 깨닫게 되는 하얀 악몽처럼.,3.0,126
드라이브 마이 카,치유도 창작도 그 핵심은 어디에 어떻게 귀기울일 것인가의 문제라는 경청의 걸작.,5.0,927
매트릭스: 리저렉션,진영을 뒤섞은 뒤에 후루룩 되비춰낸 거울나라의 매트릭스.,2.5,150
킹스맨: 퍼스트 에이전트,이건 킹스맨인 것도 아니고 아닌 것도 아니야.,2.5,414
스파이더맨: 노 웨이 홈,오래 사랑받아온 시리즈만이 선사할 수 있는 선물에 저절로 미소와 탄성이 번진다.,4.0,3585
돈 룩 업,톡톡 쏘는 냉소와 신랄한 비판으로 난사하는 대환장파티 교훈극.,3.5,1066
티탄,강력하게 쏘아올려진 후 길을 잃어 엉뚱한 구역에 떨어진 오발탄 같다.,2.5,276
유체이탈자,좁은 울타리 안에서 거친 액션만으로 뱅뱅 맴돈다.,2.0,111
베네데타,"기도하고 탐닉하며 고통받고 광란하는, 몸의 시퍼런 현존.",4.0,179
로그 인 벨지움,혼자일 때 외롭고 멋진 나.,2.5,93
라스트 나잇 인 소호,현란하게 밀고 가던 심리 스릴러가 진부한 호러로 끝난다.,2.5,411
프렌치 디스패치,"중요한 것은 사건이 아니라 서술된 사건, 그리운 것은 과거가 아니라 봉인된 과거, 아름다운 것은 세계가 아니라 간접체험된 세계.",4.5,1254
디어 에반 핸슨,나도 무관하지 않다고 애써 말하는 것은 인간이 거대한 비극을 견뎌온 방식.,3.5,204
파워 오브 도그,사냥개처럼 정확하고 피아노처럼 우아하며 토끼처럼 애처롭고 밧줄처럼 서늘하다.,4.5,542
